CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100224,484,France,Male,45,7,217575.94,3,1,0,185629.15,1
100225,544,France,Female,74,2,234857.91,3,0,0,188308.6,1
100226,750,Germany,Male,58,2,19701.67,3,1,0,17731.18,1
100227,382,Germany,Female,71,7,87254.68,4,1,1,12832.67,0
100228,809,Spain,Female,44,1,239571.41,4,0,0,90762.6,1
100229,819,Germany,Female,48,8,20790.43,2,1,1,122222.6,0
100230,724,Spain,Male,58,3,160910.34,4,1,0,62801.9,1
100231,371,Germany,Female,53,5,243055.34,3,1,1,59288.61,0
100232,387,Germany,Male,64,2,244555.92,4,1,0,138883.43,1
100233,579,Germany,Female,60,2,117805.83,3,0,1,124323.81,0
100234,714,France,Female,18,2,40687.28,1,0,1,41757.91,0
100235,787,Germany,Female,67,10,50521.08,4,0,0,178055.18,1
100236,632,France,Male,46,9,222400.35,2,1,1,139195.45,0
100237,376,France,Male,18,1,227920.75,1,0,1,78889.49,0
100238,575,Germany,Female,25,7,151969.91,1,0,1,139888.69,0
100239,626,Spain,Male,74,8,191544.1,4,0,0,31404.09,1
100240,633,Spain,Male,33,7,184982.81,4,1,0,98968.66,1
100241,830,Spain,Male,75,9,165455.4,2,1,0,42107.04,1
100242,802,Germany,Female,45,2,206819.24,1,1,0,17871.94,1
100243,865,Spain,Male,39,6,171351.66,3,1,1,74281.99,0
100244,896,France,Female,35,10,133500.58,4,1,1,38639.74,0
100245,541,Spain,Female,39,9,59239.09,1,0,0,130368.41,1
100246,398,Germany,Female,58,1,185972.04,1,0,1,138072.9,1
100247,861,Spain,Male,29,3,118359.47,3,0,0,38251.54,0
100248,366,France,Female,36,5,73697.92,1,1,0,14676.47,1
100249,521,Germany,Male,42,10,200486.57,4,0,1,160634.01,0
100250,569,Spain,Male,67,4,174178.4,3,0,0,10390.83,1
100251,507,Germany,Female,76,8,234334.89,4,1,1,75343.49,1
100252,826,Germany,Female,22,9,41360.41,2,1,0,103970.83,0
100253,395,Germany,Female,76,3,162297.32,1,1,0,165542.02,1
100254,722,Spain,Male,51,4,61059.87,4,1,0,169326.14,1
100255,867,Germany,Male,56,3,225895.75,4,0,1,147738.49,0
100256,448,Spain,Female,76,7,24874.85,2,1,0,56967.55,1
100257,386,France,Female,27,7,164040.45,1,1,1,146835.52,0
100258,629,Spain,Male,64,2,197771.43,4,1,0,56842.45,1
100259,698,France,Male,74,0,88729.46,3,0,0,50775.56,1
100260,846,Spain,Female,24,5,238534.52,4,0,1,113954.31,0
100261,651,Germany,Male,77,1,212682.67,4,0,1,138982.34,1
100262,530,Spain,Male,54,1,73654.57,4,0,1,20079.84,0
100263,448,Germany,Male,64,2,1885.27,4,0,1,21404.29,0
100264,465,France,Male,69,7,74164.29,1,1,1,158992.43,0
100265,540,Spain,Male,77,2,70327.62,4,1,1,173304.48,0
100266,602,Germany,Male,69,6,222491.15,2,1,0,124843.77,1
100267,510,France,Female,32,9,241780.29,4,0,1,91477.32,0
100268,605,France,Male,59,9,17610.0,3,1,0,170610.13,1
100269,672,Spain,Female,41,8,117823.71,3,0,0,148475.24,0
100270,477,France,Female,43,7,137083.0,4,0,0,120122.9,0
100271,367,Germany,Male,78,0,23227.92,4,1,1,70753.85,0
100272,672,France,Female,43,6,94374.43,2,1,0,47619.06,0
100273,637,France,Female,63,6,79270.6,2,1,0,89547.88,1
100274,504,Germany,Female,43,7,134014.09,1,1,0,64496.29,1
100275,839,France,Male,75,9,165297.72,1,0,1,74459.13,1
100276,735,France,Female,27,4,175871.28,3,0,0,107969.9,1
100277,453,France,Male,34,9,34188.76,4,0,1,42127.85,0
100278,742,France,Female,70,8,203236.93,4,1,0,163173.57,1
100279,595,Germany,Female,31,8,169635.51,2,0,1,37650.6,0
100280,525,France,Female,19,7,222268.73,2,1,1,101388.79,0
100281,388,Germany,Female,65,5,112334.01,1,0,0,151734.55,1
100282,826,France,Male,30,5,223472.44,1,1,0,102153.93,1
100283,887,France,Female,44,0,216443.53,3,0,1,78594.19,0
100284,757,France,Female,26,5,109602.33,2,1,1,100229.35,0
100285,874,France,Male,24,3,95285.83,4,1,1,171247.43,0
100286,855,Germany,Male,65,3,233203.0,2,0,0,198182.02,1
100287,385,Germany,Male,27,1,178791.18,2,1,0,129917.22,1
100288,369,Germany,Female,73,10,232061.34,2,0,0,160754.37,1
100289,670,Spain,Male,71,3,199243.69,1,1,0,12752.85,1
100290,861,France,Male,26,4,152324.36,4,0,0,177269.24,1
100291,749,France,Male,39,4,28963.19,4,1,1,191269.45,0
100292,820,Germany,Male,40,4,72870.17,1,0,1,119282.17,0
100293,492,Spain,Male,24,3,242210.6,1,0,1,153222.92,1
100294,441,France,Male,65,0,79855.52,4,0,1,107421.5,0
100295,703,Germany,Female,26,9,23313.72,3,0,1,64378.71,0
100296,400,France,Male,44,7,176888.34,2,1,1,171927.11,0
100297,539,France,Female,41,2,183501.06,4,1,0,123398.98,1
100298,474,Germany,Male,46,1,71364.43,1,0,1,120082.79,0
100299,499,Germany,Male,34,8,74417.99,4,0,0,135235.12,0
100300,663,France,Male,37,6,117223.25,2,1,0,172640.6,0
100301,691,France,Female,24,8,5447.24,4,0,0,149062.16,0
100302,654,Germany,Male,60,1,197330.75,1,0,0,50113.6,1
100303,403,France,Male,57,8,79272.2,3,0,1,98696.47,0
100304,793,France,Male,24,9,213440.78,1,1,1,196256.68,0
100305,613,Germany,Male,45,8,200657.61,3,0,0,115366.54,1
100306,402,France,Female,36,10,165350.51,2,1,0,188266.62,1
100307,354,France,Female,37,8,81218.72,1,1,1,164540.2,0
100308,452,Spain,Female,61,9,129079.14,4,1,1,136544.45,0
100309,545,Germany,Female,56,9,111207.31,1,0,1,76379.39,0
100310,699,Spain,Female,57,3,84720.47,1,0,0,67820.68,1
100311,396,Spain,Male,24,9,212034.07,2,0,1,132250.0,0
100312,618,Spain,Male,23,2,120876.77,3,1,1,92186.64,0
100313,719,France,Male,42,5,208180.77,3,0,0,161763.19,1
100314,455,France,Female,58,2,26304.62,4,0,0,154486.78,1
100315,469,Spain,Male,76,10,35256.2,1,1,1,69304.79,1
100316,407,Spain,Female,30,8,244330.08,2,1,0,143518.47,1
100317,695,Spain,Male,56,2,146942.12,3,1,0,103964.54,1
100318,823,France,Female,57,1,127442.42,4,0,0,71425.5,1
100319,466,Spain,Male,39,7,130789.02,3,0,0,88463.65,0
100320,476,Spain,Male,66,5,53817.19,4,0,0,180116.85,1
100321,742,Germany,Male,34,7,179675.99,3,1,1,78308.36,0
100322,407,Germany,Male,65,6,21195.16,4,0,1,64605.86,0
100323,862,France,Female,39,2,143330.93,3,1,1,76843.37,0
100324,445,Germany,Male,51,7,142692.2,3,0,1,50777.5,0
100325,467,Germany,Male,79,9,228547.11,1,0,1,113480.65,1
100326,837,Germany,Male,25,0,131545.7,4,0,0,38012.92,0
100327,586,France,Female,66,0,34265.67,4,0,1,165314.32,0
100328,621,Germany,Male,62,9,143188.31,1,0,1,52860.25,0
100329,538,France,Male,35,7,22831.91,1,1,0,123630.46,1
100330,796,Spain,Male,41,8,50948.46,3,1,1,33754.84,0
100331,596,Germany,Male,77,9,7777.15,3,0,1,195906.1,0
100332,425,France,Male,71,5,128323.4,3,0,1,96369.34,0
100333,503,Germany,Female,77,4,21133.15,1,1,1,166212.55,0
100334,784,Spain,Female,59,1,117348.59,3,0,0,156043.09,1
100335,435,France,Female,19,10,233236.26,1,1,0,145601.68,1
100336,634,France,Male,19,8,179940.35,3,0,0,167199.33,1
100337,569,France,Female,44,5,19352.92,1,0,0,29088.09,1
100338,418,Spain,Male,31,7,56052.45,4,1,1,138914.47,0
100339,396,Spain,Male,65,8,168415.6,2,1,1,60507.17,1
100340,443,Spain,Male,56,8,223675.47,3,0,1,159315.62,1
100341,802,France,Male,70,7,8229.65,3,1,1,191805.06,0
100342,553,Spain,Female,70,9,203112.78,1,1,1,181283.01,1
100343,567,Germany,Female,73,7,140453.47,4,0,1,31840.92,0
100344,823,Spain,Female,29,2,136522.83,4,0,1,80214.96,0
100345,781,France,Male,49,2,239453.3,3,0,0,79221.32,1
100346,690,Germany,Female,45,1,186911.15,1,0,0,33236.29,1
100347,638,Spain,Female,72,0,212529.72,1,1,0,28643.95,1
100348,603,Germany,Male,45,3,88498.89,2,0,0,83129.13,0
100349,706,Germany,Female,63,1,138591.01,4,0,0,198493.59,1
100350,372,France,Male,42,1,153851.42,2,1,0,118099.1,1
100351,871,Germany,Female,21,10,80395.99,4,1,0,128138.51,0
100352,449,Germany,Female,43,10,142562.03,3,0,1,99493.59,0
100353,529,France,Female,53,4,59163.84,3,0,1,135842.8,0
100354,572,France,Male,67,3,35843.92,1,1,1,191765.8,1
100355,791,France,Female,20,0,93492.56,1,0,1,121852.61,0
100356,674,Germany,Female,18,8,184822.41,1,1,0,22357.31,1
100357,865,Germany,Female,34,3,229046.79,4,1,0,103649.21,1
100358,365,Germany,Female,24,4,114428.51,1,1,0,198622.74,1
100359,685,France,Male,79,6,160705.92,3,0,0,83606.52,1
100360,607,Spain,Male,65,1,25759.28,2,0,1,122837.44,0
100361,846,Germany,Female,79,7,226115.94,3,1,1,30260.99,1
100362,509,Spain,Female,22,10,142151.05,3,0,1,36824.29,0
100363,824,France,Female,36,1,195084.56,3,1,1,176189.48,0
100364,729,Germany,Male,56,10,198610.3,2,0,0,67065.48,1
100365,894,Spain,Female,63,9,64120.13,3,0,0,68035.74,1
100366,776,Germany,Female,51,4,132293.61,4,1,1,83570.47,0
100367,617,Germany,Male,52,1,240119.94,4,0,1,193630.95,0
100368,766,Germany,Male,66,1,22408.64,2,0,1,26034.19,0
100369,517,Spain,Male,33,3,170762.47,4,0,1,165565.18,0
100370,392,France,Female,57,3,240566.02,1,1,1,74896.0,1
100371,634,Germany,Male,67,7,75144.28,4,0,1,171398.92,0
100372,746,France,Male,64,5,215361.98,3,1,0,198433.57,1
100373,361,France,Female,56,9,233414.39,4,0,0,76246.81,1
100374,651,Spain,Male,44,7,186771.55,1,0,1,34577.71,1
100375,602,Spain,Female,58,6,57832.08,1,0,0,37431.34,1
100376,848,France,Female,55,9,83500.18,1,1,0,154160.77,1
100377,384,Germany,Male,67,3,8952.32,3,1,0,37535.09,1
100378,439,Spain,Female,67,1,207863.31,1,1,1,59480.1,1
100379,767,Germany,Male,42,8,212402.8,3,0,0,48835.69,1
100380,464,Germany,Male,43,1,158177.58,1,0,0,77578.93,1
100381,545,Germany,Male,73,0,88131.96,3,0,0,24129.65,1
100382,850,France,Female,31,7,19202.76,3,1,0,172781.07,0
100383,842,Germany,Male,31,9,188264.4,3,0,0,173427.8,1
100384,424,France,Female,31,8,181631.55,4,0,0,88457.25,1
100385,762,France,Female,42,0,228150.63,1,1,0,126296.64,1
100386,725,Germany,Female,53,6,182633.01,3,0,1,131970.8,1
100387,769,Germany,Male,21,1,207173.74,1,1,0,152359.04,1
100388,626,Germany,Female,64,5,186488.65,4,0,0,108931.12,1
100389,743,Germany,Female,32,10,157671.8,2,0,0,106963.85,1
100390,806,France,Male,49,4,106741.6,1,0,1,129947.72,0
100391,541,Germany,Male,35,0,225529.33,1,0,0,143579.2,1
100392,448,Germany,Female,31,1,162742.14,4,0,1,75871.17,0
100393,897,France,Female,75,1,99588.83,3,1,0,72770.39,1
100394,445,Spain,Male,18,9,20867.32,1,0,1,61246.5,0
100395,539,Spain,Female,59,9,72676.21,2,0,1,114280.85,0
100396,386,France,Female,78,5,135931.68,4,1,1,78429.58,0
100397,718,Spain,Female,37,10,68908.84,3,1,0,112659.52,0
100398,874,France,Female,27,0,55308.84,1,1,1,87137.11,0
100399,628,Germany,Male,27,10,131848.38,1,0,0,168979.49,1
100400,566,Germany,Female,76,3,42455.09,4,1,0,23894.75,1
100401,622,Spain,Male,41,9,200102.52,3,1,0,118720.01,1
100402,411,Germany,Female,51,10,121092.04,3,1,1,119368.51,0
100403,691,Spain,Male,78,4,143465.69,4,1,0,82906.29,1
100404,746,Spain,Female,45,1,36845.82,1,0,1,89993.97,0
100405,368,Germany,Male,44,1,81144.08,1,1,0,162024.96,1
100406,526,Germany,Female,57,6,102522.42,3,1,0,63328.0,1
100407,745,Spain,Male,18,6,202053.21,3,0,0,175566.72,1
100408,794,Germany,Female,50,5,192539.88,2,0,0,180305.23,1
100409,582,France,Female,21,0,55744.37,2,1,0,133617.67,0
100410,425,Germany,Male,24,2,154044.77,2,0,0,156842.97,1
100411,614,Germany,Male,26,8,60864.09,3,1,0,126460.03,0
100412,804,France,Male,33,9,247061.79,3,0,1,109799.23,0
100413,733,Germany,Male,22,0,238030.97,3,0,0,193668.77,1
100414,855,Germany,Male,51,1,140816.18,1,1,0,63704.44,1
